title,release_year,vote_count_max,vote_average_prom
The Adventures of Rocky & Bullwinkle,2000,89.0,3.9
The Adventures of Scamper the Penguin,1987,7.0,6.3
The Adventures of Sebastian Cole,1998,2.0,6.5
The Adventures of Sharkboy and Lavagirl,2005,278.0,4.4
The Adventures of Sherlock Holmes,1939,26.0,7.2
The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,1980,10.0,7.3
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,1983,6.0,7.7
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,1979,13.0,7.7
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,21.0,7.5
The Adventures of Tartu,1943,4.0,5.3
The Adventures of Tarzan,1921,0.0,0.0
The Adventures of Tintin,2011,2095.0,6.7
The Adventures of Tom Sawyer,1938,11.0,6.7
The Adventures of Tom Sawyer and Huckleberry Finn,1981,3.0,4.8
The Adventures of Tom Thumb & Thumbelina,2002,7.0,5.5
The Adventures of the Electronic,1979,7.0,4.6
The Adventures of the Wilderness Family,1975,9.0,5.0
The Adversary,1970,5.0,7.7
The Adversary,2002,24.0,7.2
The Advocate,1993,8.0,5.8
The Advocate: A Missing Body,2015,9.0,7.3
The Aerial,2007,19.0,7.1
The Affair,1967,3.0,7.0
The Affair of the Necklace,2001,25.0,6.0
The Affairs of Anatol,1921,1.0,6.0
The Affairs of Annabel,1938,0.0,0.0
The Affairs of Dobie Gillis,1953,0.0,0.0
The Affairs of Martha,1942,0.0,0.0
The Afflicted,2011,12.0,4.0
The African,1983,13.0,6.2
The African Doctor,2016,112.0,6.6
The African Queen,1951,232.0,7.4
The Aftermath,1982,8.0,4.7
The Afternoon of a Torturer,2001,2.0,7.0
The Age of Adaline,2015,2052.0,7.4
The Age of Innocence,1934,0.0,0.0
The Age of Innocence,1993,172.0,7.0
The Age of Love,1954,0.0,0.0
The Age of Shadows,2016,34.0,7.7
The Age of Stupid,2009,18.0,6.2
The Age of the Earth,1980,2.0,5.0
The Age of the Medici,1972,1.0,5.0
The Ages of Love,2011,56.0,5.2
The Aggression Scale,2012,28.0,6.1
The Agony and Ecstasy of Phil Spector,2008,4.0,5.6
The Agony and the Ecstasy,1965,33.0,6.8
The Agronomist,2003,7.0,5.6
The Air I Breathe,2007,115.0,6.1
The Air Up There,1994,42.0,5.1
The Airzone Solution,1993,0.0,0.0
The Alamo,1960,63.0,6.5
The Alamo,2004,108.0,5.8
The Alamo: Thirteen Days to Glory,1987,3.0,5.3
The Alarmist,1998,3.0,3.3
The Alchemist Cookbook,2016,8.0,4.1
The Alchemist's Letter,2015,7.0,6.9
The Alibi,2006,30.0,5.7
The Alien Factor,1978,6.0,3.7
The Alien Saga,2002,2.0,8.3
The Alive and the Dead,1963,1.0,5.0
The All Together,2007,2.0,5.0
The Alley Cats,1966,2.0,2.5
The Alley Tramp,1968,2.0,5.0
The Alligator People,1959,11.0,6.1
The Allnighter,1987,4.0,4.3
The Almost Man,2012,2.0,5.5
The Alphabet,1968,51.0,6.9
The Alphabet Killer,2008,50.0,5.2
The Amateur,1981,1.0,5.0
The Amateur,1999,0.0,0.0
The Amati Girls,2001,0.0,0.0
The Amazing Catfish,2013,17.0,5.7
The Amazing Colossal Man,1957,13.0,4.1
The Amazing Dr. Clitterhouse,1938,7.0,7.4
The Amazing Johnathan: Wrong on Every Level,2006,1.0,4.0
The Amazing Mr Blunden,1972,6.0,6.6
The Amazing Mr. Bickford,1987,2.0,5.0
The Amazing Panda Adventure,1995,31.0,5.0
The Amazing Quest of Ernest Bliss,1936,6.0,6.8
The Amazing Screw-On Head,2006,8.0,8.0
The Amazing Spider-Man,2012,6734.0,6.5
The Amazing Spider-Man 2,2014,4274.0,6.5
The Amazing Transparent Man,1960,12.0,4.1
The Amazing Truth About Queen Raquela,2008,1.0,5.0
The Amazons,1973,2.0,5.8
The Ambassador,2011,15.0,6.8
The Ambulance,1989,21.0,6.0
The Ambush: Incident at Blood Pass,1970,9.0,6.6
The Ambushers,1967,7.0,4.6
The American,2010,488.0,5.8
The American Astronaut,2001,12.0,6.5
The American Dreamer,1971,5.0,6.0
The American Film Institute Salute to Frank Capra,1982,0.0,0.0
The American Friend,1977,70.0,7.0
The American Mall,2008,12.0,4.8
The American Nightmare,2000,8.0,6.1
The American President,1995,199.0,6.5
The American Ruling Class,2005,2.0,4.5
The American Scream,2012,8.0,7.1
The American Side,2016,16.0,4.8
The American Soldier,1970,2.0,8.0
The Americanization of Emily,1964,21.0,6.1
The Amityville Asylum,2013,13.0,3.8
The Amityville Curse,1989,19.0,2.7
The Amityville Horror,1979,192.0,6.2
The Amityville Horror,2005,606.0,6.0
The Amityville Playhouse,2015,10.0,3.1
The Amityville Terror,2016,11.0,4.4
The Amorous Prawn,1962,0.0,0.0
The Amputee,1974,32.0,5.8
The Amulet of Ogum,1974,2.0,4.0
The Amy Fisher Story,1993,8.0,3.5
The Anarchist Cookbook,2002,4.0,3.8
The Anarchists,2015,24.0,5.5
The Anatomy of Hate,2009,3.0,5.7
The Anderson Tapes,1971,40.0,6.4
The Anderssons in Greece: All Inclusive,2012,13.0,5.2
The Andromeda Strain,1971,196.0,7.0
The Andromeda Strain,2008,78.0,6.3
The Angel,2009,1.0,5.0
The Angel Levine,1970,0.0,0.0
The Angel of Vengeance - The Female Hamlet,1977,2.0,5.0
The Angels Wash Their Faces,1939,1.0,5.0
The Angels' Share,2012,142.0,7.0
The Angrez,2006,6.0,6.9
The Angriest Man in Brooklyn,2014,179.0,5.5
The Angry Birds Movie,2016,1048.0,5.9
The Angry Hills,1959,2.0,4.0
The Angry Red Planet,1959,24.0,5.7
The Angry Silence,1960,7.0,7.4
The Animal,2001,310.0,4.6
The Animal Kingdom,1932,3.0,4.7
The Animatrix,2003,433.0,6.9
The Anna Nicole Smith Story,2007,3.0,4.0
The Anniversary,1968,11.0,6.8
The Anniversary Party,2001,27.0,6.4
The Annunciation,1984,7.0,6.5
The Anomaly,2014,145.0,4.8
The Anonymous People,2013,1.0,6.0
The Answer,2015,11.0,5.0
The Answer Man,2009,34.0,6.2
The Answers,2015,8.0,8.4
The Ant Bully,2006,375.0,5.5
The Anthem of the Heart,2015,29.0,7.3
The Antichrist,1974,21.0,5.7
The Antics Roadshow,2011,1.0,6.0
The Antwerp Dolls,2015,4.0,5.5
The Apartment,1960,498.0,8.1
The Apartment,1996,37.0,6.5
The Ape,1940,6.0,5.3
The Ape,2009,7.0,6.0
The Ape Woman,1964,5.0,8.2
The Apocalypse,2002,5.0,6.1
The Apocalypse Code,2007,8.0,5.7
The Apology,2016,1.0,2.5
The Apostate,2015,5.0,5.6
The Apostle,1997,39.0,6.1
The Appaloosa,1966,14.0,6.0
The Apparition,2012,140.0,4.5
The Appeared,2008,13.0,4.8
The Apple,1980,13.0,4.6
The Apple,1998,14.0,7.3
The Apple Dumpling Gang,1975,34.0,6.6
The Apple Dumpling Gang Rides Again,1979,18.0,6.3
The Apple Game,1977,1.0,5.0
The Appointment,1969,2.0,6.0
The Appointments Of Dennis Jennings,1988,1.0,7.0
The Apprenticeship of Duddy Kravitz,1974,5.0,6.6
The April Fools,1969,3.0,6.0
The Arbor,2010,9.0,6.1
The Architect,2006,8.0,5.4
The Architect,2016,9.0,4.8
The Architecture of Doom,1989,8.0,6.8
The Ardennes,2015,44.0,7.2
The Ardor,2014,12.0,4.4
The Arena,1974,7.0,6.0
The Argyle Secrets,1948,2.0,6.0
The Aristocats,1970,1287.0,7.1
The Aristocrats,2005,47.0,6.0
The Armstrong Lie,2013,50.0,6.9
The Arnelo Affair,1947,4.0,5.3
The Arrangement,1969,11.0,4.3
The Arrested Development Documentary Project,2013,7.0,6.2
The Arrival,1996,200.0,6.1
The Arrival of Joachim Stiller,1976,2.0,7.5
The Arrival of Wang,2012,8.0,6.6
The Arrival of a Train at La Ciotat,1896,87.0,6.9
The Arrow,1997,3.0,4.7
The Art of Crying,2007,8.0,6.6
The Art of Dying,2000,3.0,5.0
The Art of Flight,2011,70.0,8.3
The Art of Football from A to Z,2007,1.0,6.0
The Art of Getting Along,1954,3.0,6.3
The Art of Getting By,2011,430.0,6.4
The Art of Happiness,2013,21.0,8.0
The Art of Love,1965,0.0,0.0
The Art of Love,2011,17.0,5.4
The Art of Loving. Story of Michalina Wislocka,2017,9.0,6.7
The Art of Negative Thinking,2006,6.0,7.0
The Art of Organized Noize,2016,5.0,8.0
The Art of Seduction,2005,16.0,6.0
The Art of Travel,2008,13.0,6.5
The Art of War,2000,136.0,5.6
The Art of War II: Betrayal,2008,26.0,4.9
The Art of War III: Retribution,2009,7.0,3.4
The Art of the Steal,2009,19.0,6.8
The Art of the Steal,2013,221.0,6.1
The Artist,2008,3.0,6.8
The Artist,2011,1075.0,7.3
The Artist and the Model,2012,11.0,6.3
The Ascent,1977,28.0,8.0
The Ascent of Money,2009,4.0,6.1
The Ashes,1965,1.0,5.0
The Asian Connection,2016,13.0,4.1
The Asphalt Jungle,1950,102.0,7.5
The Asphalt Kiss,1981,4.0,6.4
The Asphyx,1972,13.0,5.7
The Assailant,2009,11.0,5.4
The Assassin,1961,4.0,5.3
The Assassin,2015,158.0,6.6
The Assassin Next Door,2009,19.0,5.4
The Assassin of Rome,1972,0.0,0.0
The Assassination,1972,5.0,6.3
The Assassination Bureau,1969,14.0,5.8
The Assassination of Jesse James by the Coward Robert Ford,2007,792.0,7.0
The Assassination of Richard Nixon,2004,83.0,6.4
The Assault,1986,12.0,6.8
The Assault,2010,50.0,6.4
The Assignment,1997,41.0,6.6
The Assignment,2016,74.0,4.9
The Associate,1996,49.0,6.2
The Asthenic Syndrome,1990,7.0,6.6
The Astounding She-Monster,1958,2.0,3.5
The Astronaut Farmer,2006,124.0,6.2
The Astronaut's Wife,1999,263.0,5.5
The Astronomer's Dream,1898,26.0,6.4
The Asylum,2013,3.0,3.7
The Atomic Cafe,1982,17.0,7.3
The Atomic States Of America,2012,1.0,4.0
The Atomic Submarine,1959,8.0,5.8
The Atrocity Exhibition,2000,2.0,5.5
The Attack,2012,26.0,6.1
The Attic,2008,15.0,3.8
The Atticus Institute,2015,143.0,5.6
The Attorney,2013,36.0,7.0
The Auction,2013,10.0,6.4
The Audience,1972,4.0,5.8
The Audrey Hepburn Story,2000,16.0,4.9
The Auntie from Chicago,1957,3.0,7.0
The Aura,2005,42.0,6.9
The Autobiography of Miss Jane Pittman,1974,4.0,3.3
The Autobiography of Nicolae Ceausescu,2010,7.0,6.9
The Automatic Hate,2015,5.0,6.4
The Autopsy of Jane Doe,2016,799.0,6.3
The Autumn Heart,1999,0.0,0.0
The Avengers,1998,205.0,4.4
The Avengers,2012,12000.0,7.4
The Avenging Conscience: or 'Thou Shalt Not Kill',1914,4.0,6.5
The Avenging Eagle,1978,5.0,6.4
The Avenue,2017,2.0,2.5
The Aviator,1985,6.0,5.7
The Aviator,2004,1526.0,7.0
The Aviator's Wife,1981,12.0,7.2
The Aviators,2009,0.0,0.0
The Awakening,1980,19.0,5.8
The Awakening,2011,470.0,6.3
The Awful Dr. Orlof,1962,9.0,6.1
The Awful Truth,1937,48.0,7.2
The Ax,2005,37.0,7.0
The Axe Murders of Villisca,2017,16.0,4.9
The BFG,2016,1026.0,6.0
The Baader Meinhof Complex,2008,157.0,7.1
The Babadook,2014,1890.0,6.5
The Babe,1992,46.0,5.4
The Babe Ruth Story,1948,1.0,5.0
The Babushkas of Chernobyl,2015,4.0,7.0
The Baby,1973,20.0,6.1
The Baby Dance,1998,2.0,5.5
The Baby Maker,1970,0.0,0.0
The Baby of Mâcon,1993,21.0,7.3
The Baby-Sitters Club,1995,23.0,5.3
The Babymakers,2012,61.0,5.0
The Babymoon,2017,4.0,5.3
The Babysitter,1995,27.0,4.7
The Babysitters,2007,68.0,5.1
The Bachelor,1955,1.0,6.0
The Bachelor,1999,84.0,4.5
The Bachelor,2016,2.0,10.0
The Bachelor Father,1931,0.0,0.0
The Bachelor Party,1957,2.0,7.0
The Bachelor and the Bobby-Soxer,1947,24.0,7.1
The Back-Up Plan,2010,468.0,5.7
The Backwater Gospel,2011,8.0,7.9
The Backwoods,2006,26.0,5.4
The Backyard,2002,2.0,9.0
The Bad Batch,2017,160.0,5.3
The Bad Bunch,1973,2.0,6.5
The Bad Child,2013,2.0,8.3
The Bad Education Movie,2015,45.0,5.5
The Bad Lieutenant: Port of Call - New Orleans,2009,331.0,6.0
The Bad Man,1941,0.0,0.0
The Bad Mother's Handbook,2007,6.0,6.3
The Bad News Bears,1976,100.0,7.0
The Bad News Bears Go to Japan,1978,11.0,5.5
The Bad News Bears in Breaking Training,1977,15.0,6.0
The Bad Seed,1956,91.0,7.1
The Bad Seed,1985,3.0,6.7
The Bad Sleep Well,1960,57.0,7.7
The Bad and the Beautiful,1952,43.0,7.4
The Badge,2002,10.0,6.1
The Badlanders,1958,6.0,6.1
The Bag Man,2014,134.0,5.2
The Baker,2007,23.0,6.5
The Baker's Wife,1938,8.0,7.9
The Bakery Girl of Monceau,1963,12.0,6.4
The Baldheaded Agent and the Land of Destruction Mission,1969,4.0,7.1
The Ball,1999,0.0,0.0
The Ball at the Anjo House,1947,1.0,5.0
The Ballad of Cable Hogue,1970,48.0,6.9
The Ballad of Jack and Rose,2005,43.0,6.5
The Ballad of Johnny Guitar,1996,3.0,6.3
The Ballad of Little Jo,1993,5.0,5.9
The Ballad of Lucy Whipple,2001,6.0,5.7
The Ballad of Narayama,1958,12.0,6.4
The Ballad of Narayama,1983,32.0,7.1
The Ballad of Nessie,2011,22.0,7.3
The Ballad of Ramblin' Jack,2000,0.0,0.0
The Ballad of the Sad Cafe,1991,1.0,5.0
The Balloonatic,1923,12.0,5.8
The Ballroom,2007,3.0,6.3
The Baltimore Bullet,1980,2.0,6.0
The Bamboo House of Dolls,1973,4.0,4.8
The Band,2009,7.0,3.3
The Band Concert,1935,22.0,7.5
The Band Wagon,1953,46.0,7.1
The Band of Honest Men,1956,29.0,8.0
The Band's Visit,2007,40.0,7.0
The Bandit,1946,3.0,6.3
The Bandit,1996,51.0,7.5
The Bandit,2016,2.0,7.0
The Bandit Hound,2016,2.0,8.0
The Bang Bang Club,2010,54.0,6.7
The Banger Sisters,2002,64.0,5.5
The Banishment,2007,22.0,6.8
The Bank,1915,10.0,6.4
The Bank,2001,12.0,5.0
The Bank Dick,1940,28.0,6.8
The Bank Job,2008,708.0,6.6
The Bannen Way,2010,11.0,4.9
The Banquet,2006,37.0,6.2
The Bar,2017,122.0,6.3
The Barbarian Invasions,2003,80.0,6.7
The Barbarians,1987,9.0,5.2
"The Barbaric Beast of Boggy Creek, Part II",1984,6.0,2.3
The Barber,2001,9.0,4.7
The Barber,2015,41.0,5.9
The Barber of Rio,1996,7.0,6.6
The Barber of Siberia,1998,32.0,7.2
The Barbershop,1894,7.0,4.9
The Barchester Chronicles,1982,1.0,9.0
The Barefoot Contessa,1954,36.0,6.7
The Barefoot Executive,1971,10.0,5.2
The Barkley Marathons: The Race That Eats Its Young,2014,25.0,8.1
The Barkleys of Broadway,1949,11.0,7.4
The Baron of Arizona,1950,15.0,7.5
The Baroness and the Butler,1938,1.0,6.5
The Barrens,2012,43.0,5.1
The Barretts of Wimpole Street,1934,3.0,4.7
The Bartender,2015,16.0,5.4
The Basketball Diaries,1995,472.0,7.2
The Bastard,1968,0.0,0.0
The Bastards,2008,5.0,6.2
The Bat,1926,1.0,6.0
The Bat,1959,18.0,5.9
The Bat,1979,1.0,6.0
The Bat Man,1943,11.0,7.0
The Bat Whispers,1930,4.0,6.3
The Batman Shootings,2012,1.0,2.5
The Batman Superman Movie: World's Finest,1998,53.0,7.1
The Battalion,2015,6.0,5.9
The Battered Bastards of Baseball,2014,23.0,7.7
The Battery,2012,86.0,6.1
The Battle Of The Villa Fiorita,1965,1.0,7.0
The Battle Wizard,1977,8.0,6.3
The Battle at Elderbush Gulch,1913,2.0,6.0
The Battle for Marjah,2010,2.0,7.5
The Battle of Algiers,1966,167.0,7.8
The Battle of Amfar,2013,1.0,5.0
The Battle of Chernobyl,2006,5.0,6.7
The Battle of Chile - Part I,1975,4.0,6.3
The Battle of Chile - Part II,1976,4.0,6.8
The Battle of Chile - Part III,1979,3.0,6.0
The Battle of Gettysburg,1955,1.0,6.0
The Battle of Midway,1942,9.0,4.7
The Battle of Neretva,1969,11.0,6.2
The Battle of Shaker Heights,2003,17.0,5.6
The Battle of Sutjeska,1973,1.0,5.0
The Battle of the Damned,1969,2.0,4.5
The Battle of the Rails,1946,5.0,4.3
The Battle of the River Plate,1956,9.0,6.1
The Battle of the Sexes,1960,7.0,7.2
The Baxter,2005,11.0,6.4
The Bay,2012,237.0,5.5
The Bay Boy,1984,5.0,6.1
The Baytown Outlaws,2012,108.0,5.9
The Beach,1954,2.0,5.5
The Beach,2000,1271.0,6.3
The Beach Boys: An American Band,1985,1.0,8.0
The Beach Boys: An American Family,2000,0.0,0.0
The Beach Girls,1982,7.0,5.2
The Beach Girls and the Monster,1965,7.0,2.6
The Beaches of Agnès,2008,10.0,6.3
The Beales of Grey Gardens,2006,10.0,6.5
"The Beans of Egypt, Maine",1994,1.0,0.0
The Bear,1984,1.0,6.0
The Bear,1988,85.0,6.9
The Bear,2011,1.0,4.5
The Bear That Wasn't,1967,1.0,7.0
The Beast,1975,44.0,5.8
The Beast,1996,12.0,4.8
The Beast,2010,1.0,8.0
The Beast Must Die,1974,10.0,6.2
The Beast Stalker,2008,23.0,6.6
The Beast Within,1982,23.0,5.3
"The Beast from 20,000 Fathoms",1953,41.0,6.7
The Beast in Heat,1977,15.0,4.1
The Beast of Hollow Mountain,1956,10.0,4.6
The Beast of War,1988,53.0,6.7
The Beast of Yucca Flats,1961,18.0,1.6
The Beast of the City,1932,6.0,5.3
The Beast with Five Fingers,1946,14.0,6.8
The Beast with a Million Eyes,1958,7.0,2.9
The Beastmaster,1982,99.0,6.0
The Beat Beneath My Feet,2014,11.0,7.0
The Beat Generation,1959,2.0,5.3
The Beat That My Heart Skipped,2005,114.0,6.8
The Beatles: Eight Days a Week - The Touring Years,2016,92.0,7.6
The Beatles: The First U.S. Visit,1991,2.0,7.0
The Beatniks,1960,5.0,2.4
The Beautician and the Beast,1997,53.0,5.2
The Beautiful Beast,2013,4.0,5.5
The Beautiful Country,2004,10.0,6.3
The Beautiful Person,2008,35.0,6.5
The Beautiful Story,1992,2.0,8.0
The Beautiful Truth,2008,4.0,7.3
The Beauty Inside,2015,41.0,8.1
The Beaver,2011,281.0,6.2
The Beaver Trilogy,2000,4.0,8.6
The Beckoning Silence,2007,10.0,6.7
The Bed You Sleep In,1993,0.0,0.0
The Bed-Sitting Room,1969,13.0,6.2
The Bedford Incident,1965,24.0,7.0
The Bedroom Window,1987,20.0,6.2
The Beehive,1982,9.0,7.2
The Beekeeper,1986,8.0,6.6
The Bees,1978,8.0,4.4
The Beginning of Life,2016,9.0,8.6
The Beguiled,1971,86.0,7.0
The Beguiled,2017,279.0,5.8
The Belgrade Phantom,2009,5.0,5.5
The Believer,2001,152.0,6.8
The Believers,1987,39.0,6.2
The Belko Experiment,2016,269.0,6.1
The Bell Boy,1918,3.0,6.0
The Bellboy,1960,22.0,6.1
The Belles of St. Trinian's,1954,17.0,6.4
The Bells,1926,1.0,7.0
The Bells Toll for the Barefooted,1965,1.0,5.0
The Bells of St. Mary's,1945,42.0,7.3
The Belly of an Architect,1987,22.0,6.6
The Beloved Vagabond,1936,0.0,0.0
The Belovs,1993,4.0,3.6
The Bench,2000,14.0,7.2
The Benchwarmers,2006,248.0,5.2
The Benefactor,2015,102.0,4.7
The Bengali Night,1988,0.0,0.0
The Benny Goodman Story,1956,4.0,5.9
The Berlin File,2013,56.0,6.5
The Bermuda Triangle,1996,6.0,6.2
The Bespoke Overcoat,1955,3.0,6.8
The Best Day Ever,2015,17.0,5.5
The Best Exotic Marigold Hotel,2011,468.0,6.9
The Best Intentions,1992,10.0,6.0
The Best Little Whorehouse in Texas,1982,41.0,5.9
The Best Man,1964,7.0,6.6
The Best Man,1997,0.0,0.0
The Best Man,1999,38.0,6.8
The Best Man Holiday,2013,110.0,6.7
The Best Man's Wedding,2000,32.0,5.9
The Best Movie,2008,12.0,3.4
The Best Movie 2,2009,9.0,3.0
The Best Movie 3-DE,2011,8.0,3.0
The Best Of Times,2002,3.0,7.0
The Best Offer,2013,719.0,7.7
The Best Years of Our Lives,1946,148.0,7.6
The Best and the Brightest,2010,9.0,4.4
The Best of Enemies,1961,2.0,7.3
The Best of Everything,1959,7.0,7.2
The Best of Insomniac with Dave Attell Volume 1,2003,2.0,9.0
The Best of Me,2014,777.0,7.2
The Best of Men,2012,9.0,6.7
The Best of Times,1986,20.0,6.0
The Best of Youth,2003,88.0,8.0
The Bet,1997,68.0,6.2
The Betrayal (Nerakhoon),2008,2.0,8.5
The Betrayed,2008,11.0,5.3
The Better Angels,2014,16.0,6.9
The Beverly Hillbillies,1993,86.0,5.0
The Bewitched Inn,1897,9.0,6.2
The Beyond,1981,121.0,6.6
The Bible,2013,10.0,5.9
The Bible: In the Beginning...,1966,34.0,6.2
The Big Animal,2000,5.0,7.6
The Big Ask,2014,6.0,4.6
The Big Bad Swim,2006,6.0,6.1
The Big Bad Wolf,1934,10.0,6.3
The Big Bang,2011,40.0,5.5
The Big Bet,1985,2.0,5.0
The Big Bird Cage,1972,21.0,5.9
The Big Blue,1988,364.0,7.6
The Big Boss,1971,148.0,7.3
The Big Bounce,2004,77.0,5.0
The Big Brawl,1980,27.0,5.9
The Big Broadcast of 1936,1935,1.0,6.0
The Big Broadcast of 1937,1936,1.0,7.0
The Big Broadcast of 1938,1938,1.0,7.0
The Big Bus,1976,24.0,6.1
The Big Chill,1983,124.0,6.8
The Big Circus,1959,1.0,7.0
The Big City,1963,16.0,8.0
The Big Clock,1948,32.0,6.5
The Big Combo,1955,25.0,7.2
The Big Country,1958,70.0,7.8
The Big Cube,1969,2.0,4.0
The Big Doll House,1971,20.0,6.0
The Big Easy,1986,52.0,6.2
The Big Empty,2003,22.0,6.1
The Big Fix,1978,10.0,6.1
The Big Fix,2011,4.0,6.3
The Big Gay Musical,2009,12.0,7.0
The Big Green,1995,41.0,5.2
The Big Gun,1981,1.0,5.0
The Big Hangover,1950,0.0,0.0
The Big Heat,1953,111.0,7.9
The Big Heat,1988,7.0,5.5
The Big Hit,1998,112.0,6.1
The Big House,1930,4.0,5.5
The Big I Am,2010,8.0,5.1
The Big Kahuna,2000,91.0,6.8
The Big Knife,1955,13.0,5.9
The Big Land,1957,4.0,6.0
The Big Lebowski,1998,3001.0,7.8
The Big Lift,1950,4.0,6.5
The Big Mouth,1967,3.0,5.3
The Big Night,1951,5.0,7.4
The Big One,1997,24.0,6.2
The Big Parade,1925,22.0,7.0
The Big Picture,1989,24.0,5.9
The Big Picture,2010,38.0,6.4
The Big Racket,1976,3.0,5.5
The Big Red One,1980,83.0,6.8
The Big Risk,1960,15.0,6.3
The Big Shave,1968,47.0,6.9
The Big Short,2015,2679.0,7.3
The Big Sick,2017,249.0,7.7
The Big Sky,1952,10.0,5.6
The Big Sleep,1946,244.0,7.6
The Big Sleep,1978,13.0,6.0
The Big Snit,1985,10.0,7.1
The Big Squeeze,1996,1.0,5.0
The Big Stampede,1932,5.0,3.2
The Big Steal,1949,21.0,6.3
The Big Steal,1990,5.0,6.0
The Big Store,1941,20.0,5.9
The Big Store,1973,13.0,6.5
The Big Street,1942,0.0,0.0
The Big Swallow,1901,18.0,5.9
The Big Swap,1998,0.0,0.0
The Big Tease,1999,6.0,5.8
The Big Timer,1932,0.0,0.0
The Big Town,1987,9.0,5.9
The Big Trail,1930,29.0,6.4
The Big Trees,1952,7.0,5.2
The Big Wedding,2013,421.0,5.7
The Big White,2005,91.0,6.3
The Big Year,2011,252.0,5.6
The Bigamist,1953,11.0,6.9
The Bigfoot Project,2017,4.0,6.3
The Biggest Battle,1978,2.0,4.5
The Biggest Bundle of Them All,1968,3.0,9.5
The Biggest Fan,2002,1.0,6.0
The Bikini Carwash Company,1992,2.0,4.5
The Billionaire,2011,11.0,7.1
The Binding,2016,7.0,4.2
The Bingo Long Traveling All-Stars & Motor Kings,1976,9.0,6.4
The Birch Wood,1970,5.0,6.6
The Bird People in China,1998,26.0,7.0
The Bird with the Crystal Plumage,1970,90.0,7.1
The Birdcage,1996,303.0,6.7
The Birds,1963,959.0,7.3
"The Birds, the Bees and the Italians",1965,10.0,5.6
The Birth of Saké,2016,14.0,7.4
The Birth of a Nation,1915,109.0,6.4
The Birth of a Nation,2016,181.0,6.4
The Birth of the Tramp,2013,5.0,7.0
The Birthday Party,1968,4.0,5.6
The Biscuit Eater,1940,0.0,0.0
The Biscuit Eater,1972,5.0,5.9
The Bishop Murder Case,1930,4.0,3.6
The Bishop's Bedroom,1977,1.0,7.0
The Bishop's Wife,1947,49.0,6.9
The Bitter Buddha,2012,5.0,8.0
The Bitter Tea of General Yen,1933,20.0,5.7
The Bitter Tears of Petra von Kant,1972,32.0,7.5
The Black Balloon,2008,31.0,6.7
The Black Camel,1931,10.0,5.2
The Black Castle,1952,7.0,6.7
The Black Cat,1934,54.0,6.5
The Black Cat,1941,5.0,6.4
The Black Cat,1981,17.0,5.7
The Black Cauldron,1985,228.0,6.5
The Black Dahlia,2006,292.0,5.7
The Black Gestapo,1975,5.0,3.8
The Black Hen,2015,2.0,5.0
The Black Hole,1979,132.0,6.1
The Black Hole,2006,15.0,3.4
The Black Hole,2008,23.0,7.2
The Black Hole,2015,10.0,3.2
The Black Imp,1905,14.0,7.0
The Black Knight,1954,6.0,6.4
The Black Kung Fu Experience,2012,2.0,4.8
The Black Lapp,2003,6.0,5.5
The Black Marble,1980,3.0,5.3
The Black Orchid,1958,3.0,3.3
The Black Panther,1977,5.0,5.5
The Black Panthers: Vanguard of the Revolution,2015,13.0,6.7
The Black Pimpernel,2007,4.0,6.1
The Black Pirate,1926,14.0,6.9
The Black Power Mixtape 1967-1975,2011,6.0,7.7
The Black Raven,1943,4.0,5.3
The Black Room,1935,16.0,5.8
The Black Room,2016,25.0,3.8
The Black Rose,1950,4.0,6.9
The Black Scorpion,1957,9.0,5.1
The Black Sheep,1968,0.0,0.0
The Black Sheep of Whitehall,1942,1.0,10.0
The Black Shield Of Falworth,1954,10.0,6.0
The Black Sleep,1956,11.0,6.4
The Black Stallion,1979,59.0,7.0
The Black Stallion Returns,1983,13.0,6.1
The Black Swan,1942,17.0,6.1
The Black Torment,1964,2.0,5.8
The Black Watch,1929,2.0,6.3
The Black Waters of Echo's Pond,2009,13.0,5.1
The Black Windmill,1974,18.0,6.4
The Blackbird,1926,3.0,6.3
The Blackcoat's Daughter,2015,85.0,5.0
The Blackout,1997,13.0,5.2
The Blackout Experiments,2016,3.0,5.0
The Blacksmith,1922,11.0,6.9
The Blade,1995,17.0,6.4
The Blade Master,1982,15.0,1.9
The Blair Witch Project,1999,1090.0,6.3
The Blancheville Monster,1963,4.0,4.3
The Blank Generation,1976,4.0,5.0
The Bleeding,2009,10.0,2.9
The Bleeding House,2011,18.0,5.2
The Blind Menace,1960,1.0,5.0
The Blind Side,2009,1626.0,7.2
The Blind Sunflowers,2008,12.0,7.3
The Bling Ring,2011,20.0,4.1
The Bling Ring,2013,1205.0,5.3
The Bliss of Mrs. Blossom,1968,3.0,8.0
The Blizzard,1965,1.0,5.0
The Blob,1958,147.0,6.2
The Blob,1988,187.0,6.3
The Blonde Around the Corner,1983,3.0,6.0
The Blonde from Peking,1967,1.0,7.5
The Blonde with Bare Breasts,2010,3.0,4.0
The Blood Beast Terror,1968,9.0,5.9
The Blood Oranges,1998,1.0,6.0
The Blood Spattered Bride,1972,15.0,6.0
The Blood of Fu Manchu,1968,3.0,4.2
