title,release_date,budget,revenue,return,directores
Crazy Love,1993-06-15,0.0,0.0,0.0,Roman Cheung
The Surrogate Womb,1987-03-21,0.0,0.0,0.0,Im Kwon-taek
One Floor Below,2015-10-07,0.0,0.0,0.0,Radu Muntean
Unfair World,2012-02-02,0.0,0.0,0.0,Filippos Tsitos
Before the Flood,2016-10-21,0.0,0.0,0.0,Fisher Stevens
Flowers for Algernon,2000-02-20,0.0,0.0,0.0,Jeff Bleckner
"Initiation: Silent Night, Deadly Night 4",1990-11-21,0.0,0.0,0.0,Brian Yuzna
DC Showcase: Green Arrow,2010-09-28,0.0,0.0,0.0,Joaquim Dos Santos
The Windmill Massacre,2016-08-29,0.0,0.0,0.0,Nick Jongerius
Michael Moore in TrumpLand,2016-10-18,0.0,0.0,0.0,Michael Moore
Be with Me,2010-06-10,0.0,0.0,0.0,Eun-kyung Jo
Be with Me,2010-06-10,0.0,0.0,0.0,Kim Jho Gwang-soo
Be with Me,2010-06-10,0.0,0.0,0.0,Hong Dongmyung
Manson's Lost Girls,2016-02-06,0.0,0.0,0.0,Leslie Libman
Sennentuntschi,2010-09-23,0.0,0.0,0.0,Michael Steiner
The Big Fix,2011-05-15,0.0,0.0,0.0,Rebecca Harrell Tickell
The Big Fix,2011-05-15,0.0,0.0,0.0,Joshua Tickell
Manchester by the Sea,2016-11-18,9000000.0,75026965.0,8.336329444444445,Kenneth Lonergan
Lion,2016-11-24,12000000.0,140302754.0,11.691896166666666,Garth Davis
Come and Find Me,2016-11-11,0.0,0.0,0.0,Zack Whedon
Spa Night,2016-01-26,0.0,0.0,0.0,Andrew Ahn
The Big Gun,1981-12-14,0.0,0.0,0.0,Panos Glykofrydis
Ο Θανάσης στη χώρα της σφαλιάρας,1976-07-25,0.0,0.0,0.0,Panos Glykofrydis
Ο Θανάσης στη χώρα της σφαλιάρας,1976-07-25,0.0,0.0,0.0,Dinos Katsouridis
"What Did You Do in the War, Thanassi?",1971-09-23,0.0,0.0,0.0,Dinos Katsouridis
The Baldheaded Agent and the Land of Destruction Mission,1969-04-11,0.0,0.0,0.0,Thanasis Vengos
Politexnitis and Erimospitis,1963-09-30,0.0,0.0,0.0,Alekos Sakellarios
RWD,2015-09-26,0.0,0.0,0.0,Matt Stuertz
The Genius of Marie Curie: The Woman Who Lit up the World,2013-05-03,0.0,0.0,0.0,Gideon Bradshaw
Hollywood Without Make-Up,1963-07-01,0.0,0.0,0.0,
At War with Love,2016-10-27,0.0,0.0,0.0,Pif
Behind Convent Walls,1978-01-25,0.0,0.0,0.0,Walerian Borowczyk
Utu,1984-09-13,0.0,0.0,0.0,Geoff Murphy
Operation Mekong,2016-09-30,0.0,173000000.0,0.0,Dante Lam
Clement,2001-06-06,0.0,0.0,0.0,Emmanuelle Bercot
Alien 2: On Earth,1980-04-11,0.0,0.0,0.0,Ciro Ippolito
Alien 2: On Earth,1980-04-11,0.0,0.0,0.0,Biagio Proietti
The Brave One,1956-10-26,0.0,0.0,0.0,Irving Rapper
Gajakessari,2014-05-23,0.0,0.0,0.0,
Hayabusa: The Long Voyage Home,2012-02-11,0.0,0.0,0.0,Tomoyuki Takimoto
Hayabusa,2011-10-01,0.0,0.0,0.0,Yukihiko Tsutsumi
I Am the Pretty Thing That Lives in the House,2016-09-10,0.0,0.0,0.0,Oz Perkins
The Autopsy of Jane Doe,2016-12-21,0.0,5972942.0,0.0,André Øvredal
The Head Vanishes,2016-01-01,0.0,0.0,0.0,Franck Dion
Naughty @ 40,2011-04-14,0.0,0.0,0.0,Jagmohan Mundhra
Kajraare,2010-10-15,0.0,0.0,0.0,Pooja Bhatt
Alleycats,2016-06-23,0.0,0.0,0.0,Ian Bonhôte
Whitney,2015-01-17,0.0,0.0,0.0,Angela Bassett
Satan Lives,2015-10-27,0.0,0.0,0.0,Manfred Becker
Satan Lives,2015-10-27,0.0,0.0,0.0,Sam Dunn
Satan Lives,2015-10-27,0.0,0.0,0.0,Scot McFadyen
Bill Cosby: 49,1987-04-01,0.0,0.0,0.0,
Nitro,2006-12-31,0.0,0.0,0.0,Alain Desrochers
The Bulleteers,1942-03-26,0.0,0.0,0.0,Dave Fleischer
Kabadayı,2007-12-14,0.0,10161213.0,0.0,Ömer Vargı
A Long Story,2012-10-12,0.0,0.0,0.0,Osman Sınav
The Thinning,2016-10-12,0.0,0.0,0.0,Michael J. Gallagher
Captain Sindbad,1963-04-12,0.0,0.0,0.0,Byron Haskin
Team Thor,2016-08-28,0.0,0.0,0.0,Taika Waititi
Closet Monster,2016-07-15,0.0,33962.0,0.0,Stephen Dunn
Those People,2015-05-16,0.0,0.0,0.0,Joey Kuhn
Bad Santa 2,2016-11-23,26000000.0,17782178.0,0.6839299230769231,Mark Waters
Within,2016-10-18,0.0,0.0,0.0,Phil Claydon
Dead on Campus,2014-11-10,1500000.0,0.0,0.0,Curtis Crawford
Take Down,2016-05-05,0.0,0.0,0.0,Jim Gillespie
Tchoupitoulas,2012-12-07,0.0,0.0,0.0,Turner Ross
Tchoupitoulas,2012-12-07,0.0,0.0,0.0,Bill Ross IV
Seeding of a Ghost,1983-12-29,0.0,0.0,0.0,Richard Yeung Kuen
The Piper,2015-07-09,0.0,0.0,0.0,Kim Kwang-tae
From This Day Forward,1946-03-02,0.0,0.0,0.0,John Berry
Sounder,2003-01-19,0.0,0.0,0.0,Kevin Hooks
Somnus,2016-10-04,0.0,0.0,0.0,Chris Reading
The Late Bloomer,2016-10-07,0.0,0.0,0.0,Kevin Pollak
Ice Guardians,2016-09-12,0.0,0.0,0.0,Brett Harvey
The People vs. Fritz Bauer,2015-09-13,0.0,148461.0,0.0,Lars Kraume
H.,2014-08-28,0.0,0.0,0.0,Daniel Garcia
H.,2014-08-28,0.0,0.0,0.0,Rania Attieh
Dare to Be Wild,2015-08-13,0.0,0.0,0.0,Vivienne De Courcy
iGirl,2016-07-07,0.0,0.0,0.0,Jia Wei Kan
Almost Christmas,2016-11-11,17000000.0,42487325.0,2.499254411764706,David E. Talbert
Harry & Snowman,2015-01-01,0.0,0.0,0.0,Ron Davis
Howard Hawks: American Artist,1997-01-01,0.0,0.0,0.0,Kevin Macdonald
Head Trauma,2006-06-24,126000.0,0.0,0.0,Lance Weiler
Love and Diane,2002-10-08,0.0,0.0,0.0,Jennifer Dworkin
I for India,2005-11-29,0.0,0.0,0.0,Sandhya Suri
Photographic Memory,2011-09-04,0.0,0.0,0.0,Ross McElwee
Starship Apocalypse,2014-12-20,0.0,0.0,0.0,Neil Johnson
Suburban Mayhem,2006-10-26,0.0,0.0,0.0,Paul Goldman
Tanna,2015-10-16,0.0,0.0,0.0,Bentley Dean
Tanna,2015-10-16,0.0,0.0,0.0,Martin Butler
Rebel Beat: The story of LA Rockabilly,2007-02-06,0.0,0.0,0.0,
Mosquinha,1890-03-09,0.0,0.0,0.0,Étienne-Jules Marey
Je Vous Aime,1891-01-01,0.0,0.0,0.0,Georges Demenÿ
Reunion 2: Bachelor Party,2016-11-02,0.0,0.0,0.0,Taneli Mustonen
Ghosts with Shit Jobs,2012-05-07,0.0,0.0,0.0,Chris McCawley
Ghosts with Shit Jobs,2012-05-07,0.0,0.0,0.0,Jim Morrison
Ghosts with Shit Jobs,2012-05-07,0.0,0.0,0.0,Tate Young
Ghosts with Shit Jobs,2012-05-07,0.0,0.0,0.0,Jim Munroe
Ae Dil Hai Mushkil,2016-10-27,0.0,0.0,0.0,Karan Johar
Consumed,2015-06-01,0.0,0.0,0.0,Daryl Wein
Flatland,2007-01-01,0.0,0.0,0.0,Jeffrey Travis
Flatland,2007-01-01,0.0,0.0,0.0,Dano Johnson
"Eldridge Cleaver, Black Panther",1970-08-24,0.0,0.0,0.0,William Klein
Ice Girls,2016-03-11,0.0,0.0,0.0,Damian Lee
Chalk It Up,2016-09-13,0.0,0.0,0.0,Hisonni Johnson
Accidentally Engaged,2016-03-05,0.0,0.0,0.0,Letia Clouston
A Hazard of Hearts,1987-12-27,0.0,0.0,0.0,John Hough
A Ghost in Monte Carlo,1990-01-01,0.0,0.0,0.0,
Bound & Babysitting,2015-04-01,1600000.0,0.0,0.0,Savage Steve Holland
A Holiday Heist,2011-11-27,0.0,0.0,0.0,Christie Will
Little Longnose,2003-03-19,0.0,0.0,0.0,Ilya Maksimov
Annie Laurie,1927-05-10,0.0,0.0,0.0,John S. Robertson
The Battle of Midway,1942-09-14,0.0,0.0,0.0,John Ford
The Bespoke Overcoat,1955-11-01,0.0,0.0,0.0,Jack Clayton
The Mill of Good Luck,1955-05-01,0.0,0.0,0.0,Victor Iliu
November Rule,2015-02-14,0.0,0.0,0.0,Mike Elliott
Courage for Every Day,1964-01-01,0.0,0.0,0.0,Evald Schorm
The Club of the Misunderstood,2014-12-25,0.0,0.0,0.0,Carlos Sedes
Four Mothers,1941-01-04,0.0,0.0,0.0,William Keighley
Goin' to Town,1935-04-25,0.0,0.0,0.0,Alexander Hall
Lonesome Dove Church,2014-08-04,0.0,0.0,0.0,Terry Miles
Screamers,2006-12-08,0.0,0.0,0.0,Carla Garapedian
The Cheaters,1945-07-14,0.0,0.0,0.0,Joseph Kane
The Cheaters,1958-10-10,0.0,0.0,0.0,Marcel Carné
The Graves,2010-01-29,0.0,0.0,0.0,Brian Pulido
The Halliday Brand,1957-01-01,0.0,0.0,0.0,Joseph H. Lewis
When You're in Love,1937-02-12,0.0,0.0,0.0,Harry Lachman
When You're in Love,1937-02-12,0.0,0.0,0.0,Robert Riskin
Lunch Wagon,1981-09-01,0.0,0.0,0.0,Ernest Pintoff
The King of Havana,2015-09-22,0.0,0.0,0.0,Agustí Villaronga
Jeff Ross Roasts Cops,2016-09-10,0.0,0.0,0.0,
Close Relations,2016-07-05,0.0,0.0,0.0,Vitali Mansky
Under the Sun,2016-03-10,0.0,0.0,0.0,Vitali Mansky
The Way We Live Now,2001-11-11,0.0,0.0,0.0,David Yates
"Quiet Riot: Well Now You're Here, There's No Way Back",2014-04-29,0.0,0.0,0.0,Regina Russell Banali
Marvel One-Shot: All Hail the King,2014-02-04,0.0,0.0,0.0,Drew Pearce
Rock 'n' Roll Frankenstein,1999-01-01,0.0,0.0,0.0,Brian O'Hara
Kate Plays Christine,2016-01-24,0.0,0.0,0.0,Robert Greene
All These Sleepless Nights,2016-11-04,0.0,0.0,0.0,Michal Marczak
Risk,2017-05-05,0.0,0.0,0.0,Laura Poitras
Kiki,2017-05-26,0.0,0.0,0.0,Sara Jordenö
Trapped,2016-01-24,0.0,0.0,0.0,Dawn Porter
Newtown,2016-01-24,0.0,0.0,0.0,Kim A. Snyder
Hooligan Sparrow,2016-07-22,0.0,0.0,0.0,Nanfu Wang
Cameraperson,2016-09-09,0.0,0.0,0.0,Kirsten Johnson
My Best Friend's Birthday,1987-01-01,0.0,0.0,0.0,Quentin Tarantino
Desperado's Duel,2014-07-18,0.0,0.0,0.0,Lucille Celic
Desperado's Duel,2014-07-18,0.0,0.0,0.0,George Christopher McCann
Marvel One-Shot: The Consultant,2011-09-12,500000.0,0.0,0.0,Leythum
Le peuple invisible,2007-01-01,0.0,0.0,0.0,Richard Desjardins
Le peuple invisible,2007-01-01,0.0,0.0,0.0,Robert Monderie
"Marvel: 75 Years, From Pulp to Pop!",2014-11-04,0.0,0.0,0.0,Zak Knutson
Marvel Studios: Assembling a Universe,2014-03-18,0.0,0.0,0.0,
Pure Pwnage: Teh Movie,2016-01-23,220093.0,0.0,0.0,Geoff Lapaire
Heartstone,2016-12-28,0.0,0.0,0.0,Guðmundur Arnar Guðmundsson
Japan Sinks,2006-07-15,0.0,47636016.0,0.0,Shinji Higuchi
Miss Sharon Jones!,2015-09-11,0.0,0.0,0.0,Barbara Kopple
Anabel,2015-10-11,0.0,0.0,0.0,Antonio Trashorras
The Dark Stranger,2016-07-15,0.0,0.0,0.0,Chris Trebilcock
The Evil in Us,2016-08-19,0.0,0.0,0.0,Jason William Lee
Red Persimmons,2001-10-25,0.0,0.0,0.0,Peng Xiaolian
Red Persimmons,2001-10-25,0.0,0.0,0.0,Shinsuke Ogawa
May God Forgive Us,2016-10-28,4000000.0,0.0,0.0,Rodrigo Sorogoyen
Smoke & Mirrors,2016-09-23,5000000.0,2387127.0,0.4774254,Alberto Rodríguez
The Cliff,2016-06-03,0.0,0.0,0.0,Helena Taberna
The Possession Experiment,2016-10-14,0.0,0.0,0.0,Scott B. Hansen
They Are Everywhere,2016-06-01,0.0,0.0,0.0,Yvan Attal
Spaceman,2016-08-19,0.0,0.0,0.0,Brett Rapkin
Army of One,2016-11-04,0.0,0.0,0.0,Larry Charles
Salute,2008-07-17,1949120.0,0.0,0.0,Matt Norman
Happy Bhag Jayegi,2016-08-19,0.0,0.0,0.0,Mudassar Aziz
Farts of Fury,2011-03-17,0.0,0.0,0.0,Rain Tolk
Farts of Fury,2011-03-17,0.0,0.0,0.0,Andres Maimik
Outlaw: Gangster VIP,1968-01-13,0.0,0.0,0.0,Toshio Masuda
Outlaw: Gangster VIP 2,1968-04-28,0.0,0.0,0.0,Keiichi Ozawa
Outlaw: Heartless,1968-08-01,0.0,0.0,0.0,Mio Ezaki
Outlaw: Goro the Assassin,1968-11-28,0.0,0.0,0.0,Keiichi Ozawa
Outlaw: Black Dagger,1968-12-28,0.0,0.0,0.0,Keiichi Ozawa
Outlaw: Kill!,1969-03-14,0.0,0.0,0.0,Keiichi Ozawa
The Secret of Crickley Hall,2012-10-28,0.0,0.0,0.0,Joe Ahearne
The Congressman,2016-04-09,0.0,0.0,0.0,Robert Mrazek
The Congressman,2016-04-09,0.0,0.0,0.0,Jared Martin
Ivan Tsarevich & the Grey Wolf,2011-12-29,0.0,0.0,0.0,Vladimir Toropchin
Ivan Tsarevich & the Grey Wolf 2,2013-12-26,0.0,18315000.0,0.0,Vladimir Toropchin
Ivan Tsarevich & the Grey Wolf 3,2016-01-01,0.0,9409000.0,0.0,Darina Shmidt
The Ivory Game,2016-09-02,0.0,0.0,0.0,Kief Davidson
The Ivory Game,2016-09-02,0.0,0.0,0.0,Richard Ladkani
Vice and Virtue,1963-03-01,0.0,0.0,0.0,Roger Vadim
Collateral Beauty,2016-12-06,36000000.0,87416021.0,2.4282228055555555,David Frankel
First Girl I Loved,2016-10-18,0.0,0.0,0.0,Kerem Sanga
Music Land,1935-10-05,35055.0,0.0,0.0,Wilfred Jackson
The Last Ronin,2010-12-18,0.0,0.0,0.0,Shigemichi Sugita
True Memoirs of an International Assassin,2016-11-11,40000000.0,0.0,0.0,Jeff Wadlow
You Will Know What to Do With Me,2016-05-27,0.0,0.0,0.0,Katina Medina Mora
Saint Amour,2016-03-02,0.0,0.0,0.0,Benoît Delépine
Saint Amour,2016-03-02,0.0,0.0,0.0,Gustave de Kervern
The Thirteenth Guest,1932-08-09,0.0,0.0,0.0,Albert Ray
Home Care,2015-07-16,0.0,0.0,0.0,Slávek Horák
Alesha Popovich and Tugarin the Dragon,2004-12-23,4000000.0,1730000.0,0.4325,Konstantin Bronzit
Nikitich and The Dragon,2006-03-16,4500000.0,3468423.0,0.7707606666666666,Ilya Maksimov
The Jungle Book: Mowgli's Story,1998-01-01,0.0,0.0,0.0,Nick Marck
Just the Way You Are,2015-05-09,0.0,0.0,0.0,Kristoffer Tabori
HyperNormalisation,2016-10-16,36501.0,0.0,0.0,Adam Curtis
From Hell to Texas,1958-06-01,0.0,0.0,0.0,Henry Hathaway
Diplomatic Courier,1952-06-13,0.0,0.0,0.0,Henry Hathaway
Man of the Forest,1933-08-24,0.0,0.0,0.0,Henry Hathaway
Rawhide,1951-03-25,0.0,0.0,0.0,Henry Hathaway
Max & Leon,2016-11-01,12156348.0,7900000.0,0.6498662262712452,Jonathan Barré
One Rogue Reporter,2014-06-08,0.0,0.0,0.0,Rich Peppiatt
One Rogue Reporter,2014-06-08,0.0,0.0,0.0,Tom Jenkinson
The Chronicles of Melanie,2016-11-01,0.0,0.0,0.0,Viesturs Kairišs
Shangri-La Suite,2017-01-11,0.0,0.0,0.0,Eddie O'Keefe
Scrat: Spaced Out,2016-10-11,0.0,0.0,0.0,Galen T. Chu
Scrat: Spaced Out,2016-10-11,0.0,0.0,0.0,Mike Thurmeier
The African Doctor,2016-06-08,0.0,0.0,0.0,Julien Rambaldi
15 Février 1839,2001-01-26,0.0,0.0,0.0,Pierre Falardeau
Dog Eat Dog,2016-11-04,0.0,0.0,0.0,Paul Schrader
Justin Timberlake + The Tennessee Kids,2016-09-13,0.0,0.0,0.0,Jonathan Demme
Whiplash,2013-01-18,0.0,0.0,0.0,Damien Chazelle
Tetra Vaal,2004-01-01,0.0,0.0,0.0,Neill Blomkamp
What Remains of Us,2004-04-27,0.0,0.0,0.0,François Prévost
What Remains of Us,2004-04-27,0.0,0.0,0.0,Hugo Latulippe
Invisible,2016-11-03,0.0,0.0,0.0,Dimitris Athanitis
The Optimists of Nine Elms,1973-10-17,0.0,0.0,0.0,Anthony Simmons
The Murderers Are Among Us,1946-10-14,0.0,0.0,0.0,Wolfgang Staudte
The Murderers Are Among Us,1946-10-14,0.0,0.0,0.0,Hans Heinrich
Mandragora,1997-10-23,0.0,0.0,0.0,Wiktor Grodecki
Riley's First Date?,2015-11-03,0.0,0.0,0.0,Josh Cooley
Night Shadows,1984-08-01,2500000.0,0.0,0.0,John 'Bud' Cardos
A Christmas Romance,1994-12-18,0.0,0.0,0.0,Sheldon Larry
Happy Birthday,2008-12-18,0.0,0.0,0.0,Pongpat Wachirabunjong
7 Days of Himawari & Her Puppies,2013-03-15,0.0,0.0,0.0,Emiko Hiramatsu
Steal My Heart,2013-12-18,0.0,0.0,0.0,Lee Hyeon-jong
Searchers,2016-09-12,0.0,0.0,0.0,Zacharias Kunuk
All My Lenins,1997-10-02,0.0,0.0,0.0,Hardi Volmer
Amazon,1990-12-14,0.0,0.0,0.0,Mika Kaurismäki
Angel's Dance,1999-01-01,0.0,0.0,0.0,David L. Corley
Battle Under Orion,2009-06-13,0.0,0.0,0.0,Tetsuo Shinohara
Crazy Horse,1996-07-07,0.0,0.0,0.0,John Irvin
The Crown and the Dragon,2013-07-25,0.0,0.0,0.0,Anne K. Black
Do I Have to Take Care of Everything?,2014-02-28,0.0,0.0,0.0,Selma Vilhunen
Fab Five: The Texas Cheerleader Scandal,2008-08-02,0.0,0.0,0.0,Tom McLoughlin
Mr. Fix It,2006-12-26,0.0,0.0,0.0,Darin Ferriola
Cloud 9,2006-01-01,0.0,0.0,0.0,Harry Basil
Wet Woman in the Wind,2016-08-05,0.0,0.0,0.0,Akihiko Shiota
Strangers in the Night,1944-09-12,0.0,0.0,0.0,Anthony Mann
Strange Impersonation,1946-03-16,0.0,0.0,0.0,Anthony Mann
The Untamed,2016-05-15,0.0,0.0,0.0,Amat Escalante
Riphagen,2016-09-22,2300000.0,0.0,0.0,Pieter Kuijpers
Not Angels but Angels,1994-01-01,0.0,0.0,0.0,Wiktor Grodecki
A Christmas Wedding Tail,2011-11-19,0.0,0.0,0.0,Michael Feifer
A United Kingdom,2016-11-25,14000000.0,13819139.0,0.9870813571428572,Amma Asante
Rock On 2,2016-11-11,0.0,0.0,0.0,Shujaat Saudagar
A Fool,2015-05-01,0.0,0.0,0.0,Chen Jianbin
Godless,2017-03-09,0.0,0.0,0.0,Ralitza Petrova
The Ride,1994-09-13,30000.0,0.0,0.0,Jan Svěrák
Blood Sisters of Lesbian Sin,1997-01-01,0.0,0.0,0.0,Greg Griffin
No Touching At All,2014-05-31,0.0,0.0,0.0,Chihiro Amano
Black Butler,2014-01-18,0.0,0.0,0.0,Keiichi Sato
Black Butler,2014-01-18,0.0,0.0,0.0,Kentarô Ôtani
The Huntresses,2014-01-29,0.0,0.0,0.0,Park Je-hyun
Love 911,2012-12-19,0.0,0.0,0.0,Jeong Gi-hoon
Badges of Fury,2013-06-21,0.0,0.0,0.0,Wong Tsz Ming
Sleepwalker,1984-07-05,0.0,0.0,0.0,Saxon Logan
Stella,1955-04-04,0.0,0.0,0.0,Mihalis Kakogiannis
Tanner '88,1988-02-15,0.0,0.0,0.0,Robert Altman
The Secret Garden,1987-11-30,0.0,0.0,0.0,Alan Grint
Female Werewolf,2015-10-16,100000.0,0.0,0.0,Chris Alexander
Junior and Karlson,1968-01-01,0.0,0.0,0.0,Boris Stepantsev
Uncle Nick,2015-12-04,0.0,0.0,0.0,Chris Kasick
Faro,2013-03-15,0.0,0.0,0.0,Fredrik Edfeldt
The Standoff,2016-09-20,0.0,0.0,0.0,Ilyssa Goodman
All Hallow's Eve,2016-09-27,0.0,0.0,0.0,Charlie Vaughn
All She Wishes,2015-01-15,0.0,0.0,0.0,
The Submarine Kid,2016-01-12,0.0,0.0,0.0,Eric Bilitch
Race to Win,2016-08-05,0.0,0.0,0.0,Teddy Smith
Coming Home for Christmas,2013-10-29,0.0,0.0,0.0,Vanessa Parise
The Wish List,2010-08-27,0.0,0.0,0.0,Kevin Connor
Sapphire Blue,2014-08-14,0.0,0.0,0.0,Felix Fuchssteiner
Sapphire Blue,2014-08-14,0.0,0.0,0.0,Katharina Schöde
My Life as a Dead Girl,2015-01-01,0.0,0.0,0.0,Penelope Buitenhuis
Systemfehler - Wenn Inge tanzt,2013-07-10,0.0,0.0,0.0,Wolfgang Groos
Die Schöne und das Biest,2012-08-06,0.0,0.0,0.0,Marc-Andreas Bochert
Aschenputtel,2011-12-05,0.0,0.0,0.0,Uwe Janson
A Wish for Christmas,2016-11-05,0.0,0.0,0.0,Christie Will
Schneewittchen,2009-12-25,0.0,0.0,0.0,
Christmas with Holly,2012-12-09,0.0,0.0,0.0,Allan Arkush
Aschenputtel,1989-01-01,0.0,0.0,0.0,Karin Brandauer
The Princess with the Golden Star,1959-12-18,0.0,0.0,0.0,Martin Frič
"Von einem, der auszog, das Fürchten zu lernen",2014-11-13,0.0,0.0,0.0,Tobias Wiemann
Prinzessin Maleen,2015-12-25,0.0,0.0,0.0,Matthias Steurer
Der Teufel mit den drei goldenen Haaren,2013-12-26,0.0,0.0,0.0,Maria von Heland
Allerleirauh,2012-12-26,0.0,0.0,0.0,Christian Theede
Die Salzprinzessin,2015-12-03,0.0,0.0,0.0,Zoltan Spirandelli
Thirteen at Dinner,1985-09-19,0.0,0.0,0.0,Lou Antonio
Shut In,2016-11-11,10000000.0,13082071.0,1.3082071,Farren Blackburn
Crack in the World,1965-04-15,873000.0,0.0,0.0,Andrew Marton
Good Kids,2016-10-21,0.0,0.0,0.0,Chris McCoy
Summer Villa,2016-07-23,0.0,0.0,0.0,Pat Kiely
Below Utopia,1997-09-26,0.0,0.0,0.0,Kurt Voss
Bonobo,2014-12-05,0.0,0.0,0.0,Matthew Hammett Knott
I Am Your Father,2015-10-05,0.0,0.0,0.0,Toni Bestard
I Am Your Father,2015-10-05,0.0,0.0,0.0,Marcos Cabotá
My Feral Heart,2016-03-05,0.0,0.0,0.0,Jane Gull
Finnish Blood Swedish Heart,2012-09-23,0.0,0.0,0.0,Mika Ronkainen
The Bull,1994-01-01,0.0,0.0,0.0,Carlo Mazzacurati
Things from Another World,2011-09-03,0.0,0.0,0.0,Francesco Patierno
Escape,1948-03-01,0.0,0.0,0.0,Joseph L. Mankiewicz
Yelling To The Sky,2012-12-14,0.0,0.0,0.0,Victoria Mahoney
The Days,1994-02-19,0.0,0.0,0.0,Wang Xiaoshuai
Something Like It,1981-09-12,0.0,0.0,0.0,Yoshimitsu Morita
Attack of the Lederhosen Zombies,2016-12-01,0.0,0.0,0.0,Dominik Hartl
Cardboard Boxer,2016-09-16,10000000.0,0.0,0.0,Knate Gwaltney
The Odyssey,2016-10-12,21363000.0,0.0,0.0,Jérôme Salle
Officer Downe,2016-11-18,0.0,0.0,0.0,Shawn Crahan
A Silent Voice,2016-09-17,0.0,19606617.0,0.0,Naoko Yamada
Banana Paradise,1989-12-01,0.0,0.0,0.0,Tung Wang
The Anthem of the Heart,2015-09-19,0.0,0.0,0.0,Tatsuyuki Nagai
Daishizen no Majū: Bagi,1984-08-19,0.0,0.0,0.0,
Stormy Night,2005-12-10,0.0,0.0,0.0,Gisaburō Sugii
Thieves After Dark,1984-02-27,0.0,0.0,0.0,Samuel Fuller
Frontier,2001-03-09,0.0,0.0,0.0,David Zellner
In the Shadow of Iris,2016-11-16,0.0,0.0,0.0,Jalil Lespert
Heal the Living,2016-11-01,0.0,0.0,0.0,Katell Quillévéré
100 Meters,2016-11-04,0.0,0.0,0.0,Marcel Barrena
Dinosaurier - Gegen uns seht ihr alt aus!,2009-12-23,0.0,0.0,0.0,Leander Haußmann
Classic Albums: Deep Purple - Machine Head,2002-12-02,0.0,0.0,0.0,Matthew Longfellow
Classic Albums: Black Sabbath - Paranoid,2010-06-28,0.0,0.0,0.0,Matthew Longfellow
Classic Albums: Iron Maiden - The Number of the Beast,2001-12-04,0.0,0.0,0.0,Tim Kirkby
The Boss,1956-10-01,0.0,0.0,0.0,Byron Haskin
Forever Female,1954-01-13,0.0,0.0,0.0,Irving Rapper
Hunted,1952-03-17,0.0,0.0,0.0,Charles Crichton
Cottage to Let,1941-09-06,0.0,0.0,0.0,Anthony Asquith
The Villain Still Pursued Her,1940-10-11,0.0,0.0,0.0,Edward F. Cline
Young Man of Manhattan,1930-05-17,0.0,0.0,0.0,Monta Bell
A Shriek in the Night,1933-07-22,0.0,0.0,0.0,Albert Ray
Finishing School,1934-05-04,0.0,0.0,0.0,George Nichols Jr.
Finishing School,1934-05-04,0.0,0.0,0.0,Wanda Tuchock
Twenty Million Sweethearts,1934-05-26,0.0,0.0,0.0,Ray Enright
The Wedding Pact,2014-02-04,0.0,0.0,0.0,Matt Berman
Inch'Allah,2012-09-08,0.0,0.0,0.0,Anaïs Barbeau-Lavalette
"Per amore, solo per amore",1993-01-01,0.0,0.0,0.0,Giovanni Veronesi
Sour Grapes,2016-05-27,0.0,0.0,0.0,Reuben Atlas
Sour Grapes,2016-05-27,0.0,0.0,0.0,Jerry Rothwell
Il Solengo,2016-01-30,0.0,0.0,0.0,Matteo Zoppis
Il Solengo,2016-01-30,0.0,0.0,0.0,Alessio Rigo de Righi
Food Choices,2016-04-21,0.0,0.0,0.0,Michal Siewierski
We're Still Here: Johnny Cash's Bitter Tears Revisited,2015-11-20,0.0,0.0,0.0,Antonino D'Ambrosio
The last summit,2010-06-01,0.0,0.0,0.0,Juan Manuel Cotelo
A Song of Love,1950-01-01,0.0,0.0,0.0,Jean Genet
Ricardo O'Farrill: Abrazo Genial,2016-01-22,0.0,0.0,0.0,Raúl Campos
Sofía de Niño Rivera: Exposed,2016-06-24,0.0,0.0,0.0,Jan Suter
Sofía de Niño Rivera: Exposed,2016-06-24,0.0,0.0,0.0,Raúl Campos
Atlas,1961-05-01,70000.0,0.0,0.0,Roger Corman
Janis,1974-10-18,0.0,0.0,0.0,Howard Alk
Jimmy Vestvood: Amerikan Hero,2016-03-13,2500000.0,230069.0,0.0920276,Jonathan Kesselman
Routine Pleasures,1986-04-30,0.0,0.0,0.0,Jean-Pierre Gorin
The Blackout Experiments,2016-05-21,0.0,0.0,0.0,Rich Fox
The Life of Riley,1949-04-16,0.0,0.0,0.0,Irving Brecher
The Sea Around Us,1953-06-30,0.0,0.0,0.0,Irwin Allen
The Vengeance of She,1968-04-14,0.0,0.0,0.0,Cliff Owen
Underfire: The Untold Story of Pfc. Tony Vaccaro,2016-10-06,0.0,0.0,0.0,Max Lewkowicz
Road to La Paz,2015-10-25,0.0,0.0,0.0,Francisco Varone
Foxy and the Weight of the World,2005-01-23,0.0,0.0,0.0,David Zellner
Black's Game,2012-03-11,0.0,0.0,0.0,Óskar Thór Axelsson
Last Night At The Alamo,1984-07-01,0.0,0.0,0.0,Eagle Pennell
Playground,2016-09-19,0.0,0.0,0.0,Bartosz M. Kowalski
Summer Holiday,2008-01-01,0.0,0.0,0.0,Radu Muntean
